,Sentence,Word,POS,Tag
"
55109, 2541,encoding,VBG,"|O
"
55110, 2541,the,DT,"|O
"
55111, 2541,small,JJ,"|O
"
55112, 2541,nuclear,JJ,"|O
"
55113, 2541,RNA,NN,"|O
"
55114, 2541,associated,VBN,"|O
"
55115, 2541,polypeptide,NN,"|O
"
55116, 2541,SmN,NN,"|O
"
55117, 2541,(,(,"|O
"
55118, 2541,SNRPN,NN,"|O
"
55119, 2541,),),"|O
"
55120, 2541,to,TO,"|O
"
55121, 2541,human,NN,"|O
"
55122, 2541,chromosome,NN,"|O
"
55123, 2541,15q12,CD,"|O
"
55124, 2541,and,CC,"|O
"
55125, 2541,a,DT,"|O
"
55126, 2541,processed,VBN,"|O
"
55127, 2541,pseudogene,NN,"|O
"
55128, 2541,SNRPNP1,NN,"|O
"
55129, 2541,to,TO,"|O
"
55130, 2541,chromosome,NN,"|O
"
55131, 2541,region,NN,"|O
"
55132, 2541,6pter-p21,JJ,"|O
"
55133, 2541,.,.,"|O
"
55134, 2542,Furthermore,RB,"|O
"
55135, 2542,",",",","|O
"
55136, 2542,SNRPN,NN,"|O
"
55137, 2542,was,VBD,"|O
"
55138, 2542,mapped,NNS,"|O
"
55139, 2542,to,TO,"|O
"
55140, 2542,the,DT,"|O
"
55141, 2542,minimal,NN,"|O
"
55142, 2542,deletion,NN,"|O
"
55143, 2542,interval,NN,"|O
"
55144, 2542,that,IN,"|O
"
55145, 2542,is,VBZ,"|O
"
55146, 2542,critical,JJ,"|O
"
55147, 2542,for,IN,"|O
"
55148, 2542,PWS,NN,"|B-DISEASE
"
55149, 2542,.,.,"|O
"
55150, 2543,The,DT,"|O
"
55151, 2543,fact,NN,"|O
"
55152, 2543,that,IN,"|O
"
55153, 2543,the,DT,"|O
"
55154, 2543,mouse,NN,"|O
"
55155, 2543,Snrpn,NN,"|O
"
55156, 2543,gene,NN,"|O
"
55157, 2543,is,VBZ,"|O
"
55158, 2543,maternally,RB,"|O
"
55159, 2543,imprinted,VBN,"|O
"
55160, 2543,in,IN,"|O
"
55161, 2543,brain,NN,"|O
"
55162, 2543,suggests,NNS,"|O
"
55163, 2543,that,IN,"|O
"
55164, 2543,loss,NN,"|O
"
55165, 2543,of,IN,"|O
"
55166, 2543,the,DT,"|O
"
55167, 2543,paternally,RB,"|O
"
55168, 2543,derived,VBN,"|O
"
55169, 2543,SNRPN,NN,"|O
"
55170, 2543,allele,NN,"|O
"
55171, 2543,may,MD,"|O
"
55172, 2543,be,VB,"|O
"
55173, 2543,involved,VBN,"|O
"
55174, 2543,in,IN,"|O
"
55175, 2543,the,DT,"|O
"
55176, 2543,PWS,NN,"|B-DISEASE
"
55177, 2543,phenotype,NN,"|O
"
55178, 2543,.,.,"|O
"
55179, 2544,.,.,"|O
"
55180, 2545,The,DT,"|O
"
55181, 2545,presence,NN,"|O
"
55182, 2545,of,IN,"|O
"
55183, 2545,two,CD,"|O
"
55184, 2545,different,JJ,"|O
"
55185, 2545,infantile,NN,"|O
"
55186, 2545,Tay-Sachs,NN,"|B-DISEASE
"
55187, 2545,disease,NN,"|I-DISEASE
"
55188, 2545,mutations,NNS,"|O
"
55189, 2545,in,IN,"|O
"
55190, 2545,a,DT,"|O
"
55191, 2545,Cajun,NN,"|O
"
55192, 2545,population.,NN,"|O
"
55193, 2545,A,DT,"|O
"
55194, 2545,study,NN,"|O
"
55195, 2545,was,VBD,"|O
"
55196, 2545,undertaken,JJ,"|O
"
55197, 2545,to,TO,"|O
"
55198, 2545,characterize,NN,"|O
"
55199, 2545,the,DT,"|O
"
55200, 2545,mutation,NN,"|O
"
55201, 2545,(,(,"|O
"
55202, 2545,s,NN,"|O
"
55203, 2545,),),"|O
"
55204, 2545,responsible,JJ,"|O
"
55205, 2545,for,IN,"|O
"
55206, 2545,Tay-Sachs,NN,"|B-DISEASE
"
55207, 2545,disease,NN,"|I-DISEASE
"
55208, 2545,(,(,"|O
"
55209, 2545,TSD,NN,"|B-DISEASE
"
55210, 2545,),),"|O
"
55211, 2545,in,IN,"|O
"
55212, 2545,a,DT,"|O
"
55213, 2545,Cajun,NN,"|O
"
55214, 2545,population,NN,"|O
"
55215, 2545,in,IN,"|O
"
55216, 2545,southwest,NN,"|O
"
55217, 2545,Louisiana,NNP,"|O
"
55218, 2545,and,CC,"|O
"
55219, 2545,to,TO,"|O
"
55220, 2545,identify,VB,"|O
"
55221, 2545,the,DT,"|O
"
55222, 2545,origins,NNS,"|O
"
55223, 2545,of,IN,"|O
"
55224, 2545,these,DT,"|O
"
55225, 2545,mutations,NNS,"|O
"
55226, 2545,.,.,"|O
"
55227, 2546,Eleven,RB,"|O
"
55228, 2546,of,IN,"|O
"
55229, 2546,12,CD,"|O
"
55230, 2546,infantile,NN,"|O
"
55231, 2546,TSD,NN,"|B-DISEASE
"
55232, 2546,alleles,NNS,"|O
"
55233, 2546,examined,VBN,"|O
"
55234, 2546,in,IN,"|O
"
55235, 2546,six,CD,"|O
"
55236, 2546,families,NNS,"|O
"
55237, 2546,had,VBD,"|O
"
55238, 2546,the,DT,"|O
"
55239, 2546,beta-hexosaminidase,NN,"|O
"
55240, 2546,A,DT,"|O
"
55241, 2546,(,(,"|O
"
55242, 2546,Hex,NN,"|O
"
55243, 2546,A,DT,"|O
"
55244, 2546,),),"|O
"
55245, 2546,alpha-subunit,NN,"|O
"
55246, 2546,exon,NN,"|O
"
55247, 2546,11,CD,"|O
"
55248, 2546,insertion,NN,"|O
"
55249, 2546,mutation,NN,"|O
"
55250, 2546,that,IN,"|O
"
55251, 2546,is,VBZ,"|O
"
55252, 2546,present,NN,"|O
"
55253, 2546,in,IN,"|O
"
55254, 2546,approximately,RB,"|O
"
55255, 2546,70,CD,"|O
"
55256, 2546,%,NN,"|O
"
55257, 2546,of,IN,"|O
"
55258, 2546,Ashkenazi,NN,"|O
"
55259, 2546,Jewish,JJ,"|O
"
55260, 2546,TSD,NN,"|B-DISEASE
"
55261, 2546,heterozygotes,NNS,"|O
"
55262, 2546,.,.,"|O
"
55263, 2547,The,DT,"|O
"
55264, 2547,mutation,NN,"|O
"
55265, 2547,in,IN,"|O
"
55266, 2547,the,DT,"|O
"
55267, 2547,remaining,VBG,"|O
"
55268, 2547,allele,NN,"|O
"
55269, 2547,was,VBD,"|O
"
55270, 2547,a,DT,"|O
"
55271, 2547,single-base,NN,"|O
"
55272, 2547,transition,NN,"|O
"
55273, 2547,in,IN,"|O
"
55274, 2547,the,DT,"|O
"
55275, 2547,donor,NN,"|O
"
55276, 2547,splice,NN,"|O
"
55277, 2547,site,NN,"|O
"
55278, 2547,of,IN,"|O
"
55279, 2547,the,DT,"|O
"
55280, 2547,alpha-subunit,NN,"|O
"
55281, 2547,intron,NN,"|O
"
55282, 2547,9,CD,"|O
"
55283, 2547,.,.,"|O
"
55284, 2548,To,TO,"|O
"
55285, 2548,determine,NN,"|O
"
55286, 2548,the,DT,"|O
"
55287, 2548,origins,NNS,"|O
"
55288, 2548,of,IN,"|O
"
55289, 2548,these,DT,"|O
"
55290, 2548,two,CD,"|O
"
55291, 2548,mutations,NNS,"|O
"
55292, 2548,in,IN,"|O
"
55293, 2548,the,DT,"|O
"
55294, 2548,Cajun,NN,"|O
"
55295, 2548,population,NN,"|O
"
55296, 2548,",",",","|O
"
55297, 2548,the,DT,"|O
"
55298, 2548,TSD,NN,"|B-DISEASE
"
55299, 2548,carrier,NN,"|O
"
55300, 2548,status,NN,"|O
"
55301, 2548,was,VBD,"|O
"
55302, 2548,enzymatically,RB,"|O
"
55303, 2548,determined,VBN,"|O
"
55304, 2548,for,IN,"|O
"
55305, 2548,90,CD,"|O
"
55306, 2548,members,NNS,"|O
"
55307, 2548,of,IN,"|O
"
55308, 2548,four,CD,"|O
"
55309, 2548,of,IN,"|O
"
55310, 2548,the,DT,"|O
"
55311, 2548,six,CD,"|O
"
55312, 2548,families,NNS,"|O
"
55313, 2548,",",",","|O
"
55314, 2548,and,CC,"|O
"
55315, 2548,extensive,JJ,"|O
"
55316, 2548,pedigrees,NNS,"|O
"
55317, 2548,were,VBD,"|O
"
55318, 2548,constructed,VBN,"|O
"
55319, 2548,for,IN,"|O
"
55320, 2548,all,DT,"|O
"
55321, 2548,carriers,NNS,"|O
"
55322, 2548,.,.,"|O
"
55323, 2549,A,DT,"|O
"
55324, 2549,single,JJ,"|O
"
55325, 2549,ancestral,JJ,"|O
"
55326, 2549,couple,NN,"|O
"
55327, 2549,from,IN,"|O
"
55328, 2549,France,NNP,"|O
"
55329, 2549,was,VBD,"|O
"
55330, 2549,found,NN,"|O
"
55331, 2549,to,TO,"|O
"
55332, 2549,be,VB,"|O
"
55333, 2549,common,JJ,"|O
"
55334, 2549,to,TO,"|O
"
55335, 2549,most,JJS,"|O
"
55336, 2549,of,IN,"|O
"
55337, 2549,the,DT,"|O
"
55338, 2549,carriers,NNS,"|O
"
55339, 2549,of,IN,"|O
"
55340, 2549,the,DT,"|O
"
55341, 2549,exon,NN,"|O
"
55342, 2549,11,CD,"|O
"
55343, 2549,insertion,NN,"|O
"
55344, 2549,.,.,"|O
"
55345, 2550,Pedigree,NN,"|O
"
55346, 2550,data,NNS,"|O
"
55347, 2550,suggest,NN,"|O
"
55348, 2550,that,IN,"|O
"
55349, 2550,this,DT,"|O
"
55350, 2550,mutation,NN,"|O
"
55351, 2550,has,VBZ,"|O
"
55352, 2550,been,VBN,"|O
"
55353, 2550,in,IN,"|O
"
55354, 2550,the,DT,"|O
"
55355, 2550,Cajun,NN,"|O
"
55356, 2550,population,NN,"|O
"
55357, 2550,since,IN,"|O
"
55358, 2550,its,PRP$,"|O
"
55359, 2550,founding,VBG,"|O
"
55360, 2550,over,IN,"|O
"
55361, 2550,2,CD,"|O
"
55362, 2550,centuries,NNS,"|O
"
55363, 2550,ago,RB,"|O
"
55364, 2550,and,CC,"|O
"
55365, 2550,that,IN,"|O
"
55366, 2550,it,PRP,"|O
"
55367, 2550,may,MD,"|O
"
55368, 2550,be,VB,"|O
"
55369, 2550,widely,RB,"|O
"
55370, 2550,distributed,VBN,"|O
"
55371, 2550,within,IN,"|O
"
55372, 2550,the,DT,"|O
"
55373, 2550,population,NN,"|O
"
55374, 2550,.,.,"|O
"
55375, 2551,In,IN,"|O
"
55376, 2551,contrast,NN,"|O
"
55377, 2551,",",",","|O
"
55378, 2551,the,DT,"|O
"
55379, 2551,intron,NN,"|O
"
55380, 2551,9,CD,"|O
"
55381, 2551,mutation,NN,"|O
"
55382, 2551,apparently,RB,"|O
"
55383, 2551,was,VBD,"|O
"
55384, 2551,introduced,VBN,"|O
"
55385, 2551,within,IN,"|O
"
55386, 2551,the,DT,"|O
"
55387, 2551,last,JJ,"|O
"
55388, 2551,century,NN,"|O
"
55389, 2551,and,CC,"|O
"
55390, 2551,probably,RB,"|O
"
55391, 2551,is,VBZ,"|O
"
55392, 2551,limited,JJ,"|O
"
55393, 2551,to,TO,"|O
"
55394, 2551,a,DT,"|O
"
55395, 2551,few,JJ,"|O
"
55396, 2551,Louisiana,NNP,"|O
"
55397, 2551,families,NNS,"|O
"
55398, 2551,.,.,"|O
"
55399, 2552,.,.,"|O
"
55400, 2553,Mutations,NNS,"|O
"
55401, 2553,in,IN,"|O
"
55402, 2553,the,DT,"|O
"
55403, 2553,candidate,NN,"|O
"
55404, 2553,gene,NN,"|O
"
55405, 2553,for,IN,"|O
"
55406, 2553,Norrie,NN,"|B-DISEASE
"
55407, 2553,disease,NN,"|I-DISEASE
"
55408, 2553,.,.,"|O
"
55409, 2554,Recently,RB,"|O
"
55410, 2554,",",",","|O
"
55411, 2554,we,PRP,"|O
"
55412, 2554,and,CC,"|O
"
55413, 2554,others,NNS,"|O
"
55414, 2554,have,VB,"|O
"
55415, 2554,isolated,JJ,"|O
"
55416, 2554,a,DT,"|O
"
55417, 2554,candidate,NN,"|O
"
55418, 2554,gene,NN,"|O
"
55419, 2554,for,IN,"|O
"
55420, 2554,X,NN,"|B-DISEASE
"
55421, 2554,linked,VBN,"|I-DISEASE
"
55422, 2554,Norrie,NN,"|I-DISEASE
"
55423, 2554,disease,NN,"|I-DISEASE
"
55424, 2554,(,(,"|O
"
55425, 2554,ND,NN,"|B-DISEASE
"
55426, 2554,),),"|O
"
55427, 2554,which,WDT,"|O
"
55428, 2554,was,VBD,"|O
"
55429, 2554,found,NN,"|O
"
55430, 2554,to,TO,"|O
"
55431, 2554,be,VB,"|O
"
55432, 2554,deleted,VBN,"|O
"
55433, 2554,or,CC,"|O
"
55434, 2554,disrupted,VBN,"|O
"
55435, 2554,in,IN,"|O
"
55436, 2554,several,JJ,"|O
"
55437, 2554,patients,NNS,"|O
"
55438, 2554,.,.,"|O
"
55439, 2555,As,IN,"|O
"
55440, 2555,a,DT,"|O
"
55441, 2555,prerequisite,NN,"|O
"
55442, 2555,for,IN,"|O
"
55443, 2555,the,DT,"|O
"
55444, 2555,identification,NN,"|O
"
55445, 2555,of,IN,"|O
"
55446, 2555,point,NN,"|O
"
55447, 2555,mutations,NNS,"|O
"
55448, 2555,in,IN,"|O
"
55449, 2555,the,DT,"|O
"
55450, 2555,ND,NN,"|B-DISEASE
"
55451, 2555,gene,NN,"|O
"
55452, 2555,we,PRP,"|O
"
55453, 2555,have,VB,"|O
"
55454, 2555,established,VBN,"|O
"
55455, 2555,the,DT,"|O
"
55456, 2555,exon-intron,NN,"|O
"
55457, 2555,structure,NN,"|O
"
55458, 2555,of,IN,"|O
"
55459, 2555,this,DT,"|O
"
55460, 2555,gene,NN,"|O
"
55461, 2555,.,.,"|O
"
55462, 2556,In,IN,"|O
"
55463, 2556,17,CD,"|O
"
55464, 2556,unrelated,JJ,"|O
"
55465, 2556,patients,NNS,"|O
"
55466, 2556,and,CC,"|O
"
55467, 2556,15,CD,"|O
"
55468, 2556,controls,NNS,"|O
"
55469, 2556,",",",","|O
"
55470, 2556,PCR,NN,"|O
"
55471, 2556,products,NNS,"|O
"
55472, 2556,derived,VBN,"|O
"
55473, 2556,from,IN,"|O
"
55474, 2556,the,DT,"|O
"
55475, 2556,promoter,NN,"|O
"
55476, 2556,region,NN,"|O
"
55477, 2556,",",",","|O
"
55478, 2556,exons,NNS,"|O
"
55479, 2556,1,CD,"|O
"
55480, 2556,and,CC,"|O
"
55481, 2556,2,CD,"|O
"
55482, 2556,as,IN,"|O
"
55483, 2556,well,RB,"|O
"
55484, 2556,as,IN,"|O
"
55485, 2556,the,DT,"|O
"
55486, 2556,coding,VBG,"|O
"
55487, 2556,part,NN,"|O
"
55488, 2556,of,IN,"|O
"
55489, 2556,exon,NN,"|O
"
55490, 2556,3,CD,"|O
"
55491, 2556,were,VBD,"|O
"
55492, 2556,analysed,VBN,"|O
"
55493, 2556,with,IN,"|O
"
55494, 2556,the,DT,"|O
"
55495, 2556,single,JJ,"|O
"
55496, 2556,strand,NN,"|O
"
55497, 2556,conformation,NN,"|O
"
55498, 2556,polymorphism,NN,"|O
"
55499, 2556,(,(,"|O
"
55500, 2556,SSCP,NN,"|O
"
55501, 2556,),),"|O
"
55502, 2556,technique,NN,"|O
"
55503, 2556,.,.,"|O
"
55504, 2557,In,IN,"|O
"
55505, 2557,12,CD,"|O
"
55506, 2557,patients,NNS,"|O
"
55507, 2557,altered,VBN,"|O
"
55508, 2557,PCR,NN,"|O
"
55509, 2557,fragments,NNS,"|O
"
55510, 2557,were,VBD,"|O
"
55511, 2557,detected,VBN,"|O
"
55512, 2557,which,WDT,"|O
"
55513, 2557,were,VBD,"|O
"
55514, 2557,studied,VBN,"|O
"
55515, 2557,in,IN,"|O
"
55516, 2557,detail,NN,"|O
"
55517, 2557,by,IN,"|O
"
55518, 2557,direct,JJ,"|O
"
55519, 2557,sequencing,VBG,"|O
"
55520, 2557,.,.,"|O
"
55521, 2558,Eleven,RB,"|O
"
55522, 2558,different,JJ,"|O
"
55523, 2558,mutations,NNS,"|O
"
55524, 2558,were,VBD,"|O
"
55525, 2558,found,NN,"|O
"
55526, 2558,",",",","|O
"
55527, 2558,and,CC,"|O
"
55528, 2558,all,DT,"|O
"
55529, 2558,but,CC,"|O
"
55530, 2558,one,CD,"|O
"
55531, 2558,are,VBP,"|O
"
55532, 2558,likely,JJ,"|O
"
55533, 2558,to,TO,"|O
"
55534, 2558,give,VB,"|O
"
55535, 2558,rise,NN,"|O
"
55536, 2558,to,TO,"|O
"
55537, 2558,significant,JJ,"|O
"
55538, 2558,structural,JJ,"|O
"
55539, 2558,changes,NNS,"|O
"
55540, 2558,in,IN,"|O
"
55541, 2558,the,DT,"|O
"
55542, 2558,predicted,VBN,"|O
"
55543, 2558,protein,NN,"|O
"
55544, 2558,.,.,"|O
"
55545, 2559,These,DT,"|O
"
55546, 2559,findings,NNS,"|O
"
55547, 2559,",",",","|O
"
55548, 2559,and,CC,"|O
"
55549, 2559,the,DT,"|O
"
55550, 2559,absence,NN,"|O
"
55551, 2559,of,IN,"|O
"
55552, 2559,functionally,RB,"|O
"
55553, 2559,relevant,NN,"|O
"
55554, 2559,base,NN,"|O
"
55555, 2559,changes,NNS,"|O
"
55556, 2559,in,IN,"|O
"
55557, 2559,healthy,JJ,"|O
"
55558, 2559,controls,NNS,"|O
"
55559, 2559,",",",","|O
"
55560, 2559,emphasize,VB,"|O
"
55561, 2559,the,DT,"|O
"
55562, 2559,causal,NN,"|O
"
55563, 2559,role,NN,"|O
"
55564, 2559,of,IN,"|O
"
55565, 2559,this,DT,"|O
"
55566, 2559,candidate,NN,"|O
"
55567, 2559,gene,NN,"|O
"
55568, 2559,in,IN,"|O
"
55569, 2559,Norrie,NN,"|B-DISEASE
"
55570, 2559,disease,NN,"|I-DISEASE
"
55571, 2559,and,CC,"|O
"
55572, 2559,pave,NN,"|O
"
55573, 2559,the,DT,"|O
"
55574, 2559,way,NN,"|O
"
55575, 2559,for,IN,"|O
"
55576, 2559,reliable,JJ,"|O
"
55577, 2559,diagnosis,NN,"|O
"
55578, 2559,and,CC,"|O
"
55579, 2559,carrier,NN,"|O
"
55580, 2559,detection,NN,"|O
"
55581, 2559,.,.,"|O
"
55582, 2560,.,.,"|O
"
55583, 2561,Detection,NN,"|O
"
55584, 2561,of,IN,"|O
"
55585, 2561,a,DT,"|O
"
55586, 2561,nonsense,NN,"|O
"
55587, 2561,mutation,NN,"|O
"
55588, 2561,in,IN,"|O
"
55589, 2561,the,DT,"|O
"
55590, 2561,dystrophin,NN,"|O
"
55591, 2561,gene,NN,"|O
"
55592, 2561,by,IN,"|O
"
55593, 2561,multiple,NN,"|O
"
55594, 2561,SSCP.,NN,"|O
"
55595, 2561,A,DT,"|O
"
55596, 2561,combination,NN,"|O
"
55597, 2561,of,IN,"|O
"
55598, 2561,multiplex,NN,"|O
"
55599, 2561,PCR,NN,"|O
"
55600, 2561,with,IN,"|O
"
55601, 2561,the,DT,"|O
"
55602, 2561,single,JJ,"|O
"
55603, 2561,strand,NN,"|O
"
55604, 2561,conformation,NN,"|O
"
55605, 2561,polymorphism,NN,"|O
"
55606, 2561,(,(,"|O
"
55607, 2561,SSCP,NN,"|O
"
55608, 2561,),),"|O
"
55609, 2561,technique,NN,"|O
"
55610, 2561,was,VBD,"|O
"
55611, 2561,employed,VBN,"|O
"
55612, 2561,to,TO,"|O
"
55613, 2561,screen,NN,"|O
"
55614, 2561,for,IN,"|O
"
55615, 2561,point,NN,"|O
"
55616, 2561,mutations,NNS,"|O
"
55617, 2561,in,IN,"|O
"
55618, 2561,the,DT,"|O
"
55619, 2561,human,NN,"|O
"
55620, 2561,dystrophin,NN,"|O
"
55621, 2561,gene,NN,"|O
"
55622, 2561,.,.,"|O
"
55623, 2562,Co-amplification,NN,"|O
"
55624, 2562,of,IN,"|O
"
55625, 2562,11,CD,"|O
"
55626, 2562,exons,NNS,"|O
"
55627, 2562,from,IN,"|O
"
55628, 2562,genomic,NN,"|O
"
55629, 2562,DNA,NN,"|O
"
55630, 2562,of,IN,"|O
"
55631, 2562,Duchenne,NN,"|B-DISEASE
"
55632, 2562,and,CC,"|I-DISEASE
"
55633, 2562,Becker,NN,"|I-DISEASE
"
55634, 2562,muscular,NN,"|I-DISEASE
"
55635, 2562,dystrophy,NN,"|I-DISEASE
"
55636, 2562,(,(,"|O
"
55637, 2562,DMD,NN,"|B-DISEASE
"
55638, 2562,/,NN,"|O
"
55639, 2562,BMD,NN,"|B-DISEASE
"
55640, 2562,),),"|O
"
55641, 2562,patients,NNS,"|O
"
55642, 2562,with,IN,"|O
"
55643, 2562,no,DT,"|O
"
55644, 2562,deletion,NN,"|O
"
55645, 2562,or,CC,"|O
"
55646, 2562,duplication,NN,"|O
"
55647, 2562,was,VBD,"|O
"
55648, 2562,performed,VBN,"|O
"
55649, 2562,and,CC,"|O
"
55650, 2562,the,DT,"|O
"
55651, 2562,samples,NNS,"|O
"
55652, 2562,subjected,VBN,"|O
"
55653, 2562,to,TO,"|O
"
55654, 2562,multiple,NN,"|O
"
55655, 2562,SSCP,NN,"|O
"
55656, 2562,analysis,NN,"|O
"
55657, 2562,.,.,"|O
"
55658, 2563,We,PRP,"|O
"
55659, 2563,report,NN,"|O
"
55660, 2563,the,DT,"|O
"
55661, 2563,case,NN,"|O
"
55662, 2563,of,IN,"|O
"
55663, 2563,a,DT,"|O
"
55664, 2563,nonsense,NN,"|O
"
55665, 2563,mutation,NN,"|O
"
55666, 2563,in,IN,"|O
"
55667, 2563,a,DT,"|O
"
55668, 2563,Duchenne,NN,"|B-DISEASE
"
55669, 2563,patient,NN,"|O
"
55670, 2563,identified,VBN,"|O
"
55671, 2563,by,IN,"|O
"
55672, 2563,this,DT,"|O
"
55673, 2563,approach,NN,"|O
"
55674, 2563,.,.,"|O
"
55675, 2564,The,DT,"|O
"
55676, 2564,mutation,NN,"|O
"
55677, 2564,introduces,NNS,"|O
"
55678, 2564,a,DT,"|O
"
55679, 2564,termination,NN,"|O
"
55680, 2564,codon,NN,"|O
"
55681, 2564,within,IN,"|O
"
55682, 2564,exon,NN,"|O
"
55683, 2564,8,CD,"|O
"
55684, 2564,of,IN,"|O
"
55685, 2564,the,DT,"|O
"
55686, 2564,dystrophin,NN,"|O
"
55687, 2564,gene,NN,"|O
"
55688, 2564,.,.,"|O
"
55689, 2565,It,PRP,"|O
"
55690, 2565,is,VBZ,"|O
"
55691, 2565,predicted,VBN,"|O
"
55692, 2565,to,TO,"|O
"
55693, 2565,cause,NN,"|O
"
55694, 2565,a,DT,"|O
"
55695, 2565,very,RB,"|O
"
55696, 2565,premature,NN,"|O
"
55697, 2565,translational,JJ,"|O
"
55698, 2565,termination,NN,"|O
"
55699, 2565,accounting,NN,"|O
"
55700, 2565,for,IN,"|O
"
55701, 2565,the,DT,"|O
"
55702, 2565,severe,JJ,"|O
"
55703, 2565,phenotype,NN,"|O
"
55704, 2565,observed,VBN,"|O
"
55705, 2565,.,.,"|O
"
55706, 2566,The,DT,"|O
"
55707, 2566,patient,NN,"|O
"
55708, 2566,inherited,VBN,"|O
"
55709, 2566,this,DT,"|O
"
55710, 2566,mutation,NN,"|O
"
55711, 2566,from,IN,"|O
"
55712, 2566,his,PRP$,"|O
"
55713, 2566,mother,NN,"|O
"
55714, 2566,.,.,"|O
"
55715, 2567,In,IN,"|O
"
55716, 2567,addition,NN,"|O
"
55717, 2567,the,DT,"|O
"
55718, 2567,analysis,NN,"|O
"
55719, 2567,revealed,VBD,"|O
"
55720, 2567,5,CD,"|O
"
55721, 2567,polymorphisms,NNS,"|O
"
55722, 2567,useful,JJ,"|O
"
55723, 2567,for,IN,"|O
"
55724, 2567,internal,JJ,"|O
"
55725, 2567,control,NN,"|O
"
55726, 2567,.,.,"|O
"
55727, 2568,.,.,"|O
"
55728, 2569,Proliferation-related,JJ,"|O
"
55729, 2569,expression,NN,"|O
"
55730, 2569,of,IN,"|O
"
55731, 2569,p19/nm23,NN,"|O
"
55732, 2569,nucleoside,RB,"|O
"
55733, 2569,diphosphate,NN,"|O
"
55734, 2569,kinase.,NN,"|O
"
55735, 2569,High,JJ,"|O
"
55736, 2569,level,NN,"|O
"
55737, 2569,expression,NN,"|O
"
55738, 2569,of,IN,"|O
"
55739, 2569,the,DT,"|O
"
55740, 2569,nm23-H1,JJ,"|O
"
55741, 2569,gene,NN,"|O
"
55742, 2569,",",",","|O
"
55743, 2569,which,WDT,"|O
"
55744, 2569,encodes,NNS,"|O
"
55745, 2569,for,IN,"|O
"
55746, 2569,a,DT,"|O
"
55747, 2569,nucleoside,RB,"|O
"
55748, 2569,diphosphate,NN,"|O
"
55749, 2569,kinase,NN,"|O
"
55750, 2569,",",",","|O
"
55751, 2569,has,VBZ,"|O
"
55752, 2569,been,VBN,"|O
"
55753, 2569,found,NN,"|O
"
55754, 2569,to,TO,"|O
"
55755, 2569,correlate,NN,"|O
"
55756, 2569,with,IN,"|O
"
55757, 2569,diminished,VBN,"|O
"
55758, 2569,metastasis,NN,"|O
"
55759, 2569,in,IN,"|O
"
55760, 2569,some,DT,"|O
"
55761, 2569,tumors,NNS,"|B-DISEASE
"
55762, 2569,but,CC,"|O
"
55763, 2569,not,RB,"|O
"
55764, 2569,in,IN,"|O
"
55765, 2569,others,NNS,"|O
"
55766, 2569,.,.,"|O
"
55767, 2570,We,PRP,"|O
"
55768, 2570,have,VB,"|O
"
55769, 2570,previously,RB,"|O
"
55770, 2570,identified,VBN,"|O
"
55771, 2570,the,DT,"|O
"
55772, 2570,protein,NN,"|O
"
55773, 2570,product,NN,"|O
"
55774, 2570,of,IN,"|O
"
55775, 2570,the,DT,"|O
"
55776, 2570,nm23-H1,JJ,"|O
"
55777, 2570,gene,NN,"|O
"
55778, 2570,in,IN,"|O
"
55779, 2570,two-dimensional,JJ,"|O
"
55780, 2570,electrophoretic,JJ,"|O
"
55781, 2570,gels,NNS,"|O
"
55782, 2570,and,CC,"|O
"
55783, 2570,have,VB,"|O
"
55784, 2570,designated,VBN,"|O
"
55785, 2570,it,PRP,"|O
"
55786, 2570,p19,NN,"|O
"
55787, 2570,/,NN,"|O
"
55788, 2570,nm23,NN,"|O
"
55789, 2570,.,.,"|O
"
55790, 2571,In,IN,"|O
"
55791, 2571,neuroblastoma,NN,"|B-DISEASE
"
55792, 2571,",",",","|O
"
55793, 2571,higher,JJR,"|O
"
55794, 2571,levels,NNS,"|O
"
55795, 2571,of,IN,"|O
"
55796, 2571,p19,NN,"|O
"
55797, 2571,/,NN,"|O
"
55798, 2571,nm23,NN,"|O
"
55799, 2571,",",",","|O
"
55800, 2571,which,WDT,"|O
"
55801, 2571,are,VBP,"|O
"
55802, 2571,associated,VBN,"|O
"
55803, 2571,with,IN,"|O
"
55804, 2571,amplification,NN,"|O
"
55805, 2571,of,IN,"|O
"
55806, 2571,the,DT,"|O
"
55807, 2571,N-myc,NN,"|O
"
55808, 2571,oncogene,NN,"|O
"
55809, 2571,",",",","|O
"
55810, 2571,large,JJ,"|O
"
55811, 2571,tumor,NN,"|B-DISEASE
"
55812, 2571,mass,NN,"|O
"
55813, 2571,",",",","|O
"
55814, 2571,and,CC,"|O
"
55815, 2571,metastasis,NN,"|O
"
55816, 2571,",",",","|O
"
55817, 2571,were,VBD,"|O
"
55818, 2571,observed,VBN,"|O
"
55819, 2571,in,IN,"|O
"
55820, 2571,advanced,JJ,"|O
"
55821, 2571,stage,NN,"|O
"
55822, 2571,tumors,NNS,"|B-DISEASE
"
55823, 2571,compared,VBN,"|O
"
55824, 2571,with,IN,"|O
"
55825, 2571,limited,JJ,"|O
"
55826, 2571,stage,NN,"|O
"
55827, 2571,disease,NN,"|O
"
55828, 2571,.,.,"|O
"
55829, 2572,Because,IN,"|O
"
55830, 2572,of,IN,"|O
"
55831, 2572,the,DT,"|O
"
55832, 2572,variable,JJ,"|O
"
55833, 2572,expression,NN,"|O
